Product_Family,Product_Family_Id,Product_Group,Product_Group_id,Product_Name,Product_Name_id,Product_Size,Produt_Type
Pyrenulaceae,1153,Pyrenocollema Lichen,3774,Proboscidea althaeifolia (Benth.) Decne.,2245,Medium,Outdoor
Ranunculaceae,1155,Vasevine,3786,Collinsia callosa Parish,2246,Large,Landscape
Betulaceae,1023,Arizona Alder,3159,Alstonia macrophylla Wall. ex G. Don,2247,Medium,Outdoor
Ditrichaceae,1058,Trichodon Moss,3333,Salix planifolia Pursh ssp. planifolia,2248,Large,Landscape
Pottiaceae,1149,Trichostomum Moss,3766,Salix planifolia Pursh,2249,Large,Outdoor
Polygonaceae,1143,Fowler's Knotweed,3739,Dicranella heteromalla (Hedw.) Schimp.,2250,Large,Indoor
Poaceae,1140,Foxtail Pricklegrass,3681,Dicranum majus Sm.,2251,Small,Landscape
Orchidaceae,1125,Lady's Tresses,3616,Gyalecta erythrozona Lettau,2252,Small,Outdoor
Asteraceae,1020,Queen-devil Hawkweed,3120,Diplotomma penichrum (Tuck.) Szat.,2253,Large,Outdoor
Parmeliaceae,1129,Beard Lichen,3631,Matricaria discoidea DC.,2254,Large,Indoor
Liliaceae,1098,Striped Barbados Lily,3537,Crataegus distincta Kruschke,2255,Small,Landscape
Oleaceae,1121,Privet,3595,Parmotrema dominicanum (Vain.) Hale,2256,Large,Indoor
Dryopteridaceae,1060,Onetooth Woodfern,3341,Micarea Fr.,2257,Medium,Indoor
Dryopteridaceae,1060,Lime Fern,3339,Trichomanes punctatum Poir.,2258,Large,Landscape
Poaceae,1140,Hairy Panicgrass,3685,Lupinus albifrons Benth. var. douglasii (J. Agardh) C.P. Sm.,2259,Large,Indoor
Caryophyllaceae,1039,Hairy Rupturewort,3251,Lathyrus japonicus Willd. var. pubescens Hartm.,2260,Small,Outdoor
Physciaceae,1134,Rinodina Lichen,3649,Danthonia sericea Nutt.,2261,Medium,Landscape
Saxifragaceae,1166,Whiplash Saxifrage,3862,Lycium puberulum A. Gray,2262,Large,Indoor
Cyperaceae,1053,Curtiss' Nutrush,3307,Lobelia puberula Michx. var. pauciflora Bush,2263,Large,Indoor
Brassicaceae,1027,Serpentine Draba,3203,Phlox pilosa L.,2264,Large,Outdoor
Ranunculaceae,1155,Yellow Columbine,3787,Viola pubescens Aiton,2265,Medium,Landscape
Liliaceae,1098,Hairy Solomon's Seal,3524,Lupinus adsurgens E. Drew var. adsurgens,2266,Large,Outdoor
Physciaceae,1134,Rinodina Lichen,3649,Sporobolus R. Br.,2267,Medium,Landscape
Orchidaceae,1125,Adam And Eve,3609,Ruellia drushelii Tharp & F.A. Barkley,2268,Small,Landscape
Dryopteridaceae,1060,Cliff Fern,3336,Lesquerella congesta Rollins,2269,Medium,Outdoor
Poaceae,1140,Proso Millet,3704,Hypogymnia duplicata (Ach.) Rass.,2270,Small,Outdoor
Polygonaceae,1143,Garden Rhubarb,3740,Elaphoglossum petiolatum (Sw.) Urb. var. dussii (Underw. ex Maxon) Proctor,2271,Small,Outdoor
Parmeliaceae,1129,Beard Lichen,3631,Crepis nana Richardson ssp. nana,2272,Small,Indoor
Poaceae,1140,Lovegrass Tridens,3690,Hedeoma nana (Torr.) Briq. ssp. macrocalyx W.S. Stewart,2273,Small,Outdoor
Scrophulariaceae,1167,Littleflower Penstemon,3877,Iris pumila L.,2274,Small,Landscape
Asteraceae,1020,Yellowflower Tarweed,3156,Arceuthobium M. Bieb.,2275,Large,Outdoor
Caprifoliaceae,1038,Beautybush,3240,Senecio fremontii Torr. & A. Gray var. occidentalis A. Gray,2276,Small,Landscape
Lichinaceae,1097,Hairy Thread Lichen,3517,Calliandra humilis Benth. var. humilis,2277,Medium,Indoor
Poaceae,1140,Dropseed,3676,Dysphania R. Br.,2278,Small,Outdoor
Asteraceae,1020,Beaver Mountain Ragwort,3060,Parasenecio auriculatus (DC.) J.R. Grant,2279,Large,Outdoor
Rubiaceae,1161,Tropical Mexican Clover,3838,Salix aurita L.,2280,Medium,Landscape
Asteraceae,1020,White Doll's Daisy,3150,Solanum mauritianum Scop.,2281,Large,Outdoor
Liliaceae,1098,Goldencrest,3523,Arctostaphylos glandulosa Eastw. ssp. glaucomollis P.V. Wells,2282,Medium,Indoor
Poaceae,1140,Bedgrass,3664,Erigeron eatonii A. Gray var. eatonii,2283,Medium,Landscape
Hydrophyllaceae,1083,Low Phacelia,3471,Galeopsis speciosa Mill.,2284,Small,Outdoor
Onagraceae,1122,Wolf's Evening Primrose,3605,Valerianella texana Dyal,2285,Small,Indoor
Dryopteridaceae,1060,Striped Twinsorus Fern,3343,Rubus moluccanus L. [excluded],2286,Medium,Outdoor
Asteraceae,1020,Hairy Wedelia,3098,Astragalus oophorus S. Watson var. caulescens (M.E. Jones) M.E. Jones,2287,Small,Outdoor
Thelenellaceae,1178,Julella Lichen,3911,Garrya ovata Benth.,2288,Small,Outdoor
Fabaceae,1066,Davidson's Bird's-foot Trefoil,3384,Candelariella efflorescens R.C. Harris & W.R. Buck,2289,Small,Landscape
Scrophulariaceae,1167,Sudetic Lousewort,3891,Potentilla concinna Richardson var. bicrenata (Rydb.) S.L. Welsh & B.C. Johnst.,2290,Small,Indoor
Rhamnaceae,1157,Hairyfruit Chewstick,3791,Lupinus elegans Kunth,2291,Medium,Indoor
Asteraceae,1020,Koolau Range Beggarticks,3104,Graphis elegans (Borrer ex Sm.) Ach.,2292,Large,Outdoor
Convolvulaceae,1047,Bejuco De Puerco,3283,Solidago latissimifolia Mill.,2293,Small,Outdoor
Boraginaceae,1025,Livermore Stickseed,3171,Juncus elliottii Chapm. var. elliottii,2294,Medium,Landscape
Fabaceae,1066,Velvet Leaf Senna,3431,Sairocarpus elmeri (Rothm.) D.A. Sutton,2295,Large,Landscape
Fabaceae,1066,Bentham's Broom,3373,Solidago ulmifolia Muhl. ex Willd. var. microphylla A. Gray,2296,Large,Indoor
Fabaceae,1066,Big Deervetch,3374,Solidago ulmifolia Muhl. ex Willd.,2297,Large,Landscape
Fabaceae,1066,Bigleaf Lupine,3375,Erigeron engelmannii A. Nelson var. engelmannii,2298,Large,Indoor
Asteraceae,1020,Resindot Sunflower,3122,Eopyrenula R.C. Harris,2299,Medium,Indoor
Poaceae,1140,Somerset Hair Grass,3714,Ranunculus eschscholtzii Schltdl. var. eschscholtzii,2300,Large,Landscape
Physciaceae,1134,Rinodina Lichen,3649,Cynodon aethiopicus W.D. Clayton & Harlan,2301,Medium,Indoor
Asteraceae,1020,Hall's Columbiadoria,3099,Lupinus luteus L.,2302,Medium,Landscape
Physciaceae,1134,Rinodina Lichen,3649,Panicum dichotomiflorum Michx. var. puritanorum Svens.,2303,Small,Outdoor
Myrtaceae,1117,River Bottlebrush,3579,Pleuropogon sabinei R. Br.,2304,Small,Outdoor
Asteraceae,1020,Annual Nehe,3055,Tilingia ajanensis Regel & Tiling,2305,Large,Landscape
Rhamnaceae,1157,Desert Ceanothus,3790,Capparis flexuosa (L.) L.,2306,Large,Indoor
Uncertain Ascomycota Family,1186,Arthothelium Lichen,3920,Chamaerops L.,2307,Large,Landscape
Euphorbiaceae,1065,Parry's Sandmat,3359,Clarkia amoena (Lehm.) A. Nelson & J.F. Macbr. ssp. caurina (Abrams ex Piper) F.H. Lewis & M.E. Lewis,2308,Small,Outdoor
Asteraceae,1020,Low Rough Aster,3107,Monardella stebbinsii Hardham & Bartel,2309,Small,Indoor
Menyanthaceae,1110,Yellow Floatingheart,3565,Viola tomentosa M.S. Baker & J.C. Clausen,2310,Small,Outdoor
Scrophulariaceae,1167,Prostrate Speedwell,3884,Tuckermannopsis fendleri (Nyl.) Hale,2311,Small,Outdoor
Malvaceae,1107,Velvetleaf,3557,Pedicularis cystopteridifolia Rydb.,2312,Small,Landscape
Parmeliaceae,1129,Island Cetraria Lichen,3637,Quercus ×fernowii Trel.,2313,Large,Landscape
Cyperaceae,1053,Thickhead Sedge,3324,Pinckneya bracteata (W. Bartram) Raf.,2314,Small,Landscape
Boraginaceae,1025,Cliffdweller's Cryptantha,3165,Draba pauciflora R. Br.,2315,Large,Landscape
Zingiberaceae,1194,Bijao,3949,Helianthus occidentalis Riddell,2316,Small,Outdoor
Asteraceae,1020,Woodland Monolopia,3153,Citharexylum ×perkinsii Moldenke,2317,Small,Landscape
Commelinaceae,1046,Birdbill Dayflower,3282,Calendula arvensis L.,2318,Small,Landscape
Cyrillaceae,1054,Cliftonia,3326,Brassica rapa L. var. amplexicaulis Tanaka & Ono,2319,Small,Landscape
Scrophulariaceae,1167,Birdeye Speedwell,3865,Sonchus arvensis L.,2320,Large,Indoor
Bryaceae,1028,Klinggraeff's Bryum Moss,3211,Adenophorus hymenophylloides (Kaulf.) Hook. & Grev.,2321,Small,Indoor
Poaceae,1140,Small Fescue,3712,Stuckenia filiformis (Pers.) Börner ssp. filiformis,2322,Small,Outdoor
Asteraceae,1020,Elmleaf Goldenrod,3082,Dudleya edulis (Nutt.) Moran,2323,Small,Indoor
Liliaceae,1098,New Mexican Nodding Onion,3530,Huperzia selago (L.) Bernh. ex Schrank & Mart. var. densa Trevis.,2324,Medium,Indoor
Ericaceae,1063,Creeping Blueberry,3350,Cabomba palaeformis Fassett,2325,Large,Landscape
Urticaceae,1187,Artillery Plant,3923,Caryota L.,2326,Medium,Outdoor
Rutaceae,1163,Bitter Orange,3844,Euthamia graminifolia (L.) Nutt. var. graminifolia,2327,Large,Outdoor
Asteraceae,1020,Hall's Woolly Sunflower,3100,Lupinus affinis J. Agardh,2328,Small,Indoor
Myrtaceae,1117,River Redgum,3580,Tripsacum floridanum Porter ex Vasey,2329,Medium,Outdoor
Rosaceae,1160,Hansen's Cinquefoil,3810,Tephrosia florida (F.G. Dietr.) C.E. Wood,2330,Large,Landscape
Asteraceae,1020,Fewleaf Sunflower,3084,Scleria lithosperma (L.) Sw.,2331,Medium,Landscape
Liliaceae,1098,Harvest Brodiaea,3525,Astragalus obcordatus Elliott,2332,Large,Outdoor
Rosaceae,1160,Arizona Whitefeather,3798,Tetraplasandra flynnii Lowry & K.R. Wood,2333,Medium,Landscape
Polygonaceae,1143,Chaparral Buckwheat,3737,Myosotis L.,2334,Medium,Landscape
Acanthaceae,1000,Shrubby Whitevein,3006,Polygonum fowleri B.L. Rob. ssp. hudsonianum (S.J. Wolf & McNeill) Costea & Tardif,2335,Large,Indoor
Fabaceae,1066,Riverbar Bird's-foot Trefoil,3416,Crypsis alopecuroides (Piller & Mitterp.) Schrad.,2336,Small,Landscape
Myrtaceae,1117,Smithton Peppermint Gum,3582,Adiantum fragile Sw. var. fragile,2337,Medium,Landscape
Boraginaceae,1025,Mojave Popcornflower,3173,Fritillaria liliacea Lindl.,2338,Large,Outdoor
Acanthaceae,1000,Drushel's Wild Petunia,3004,Chenopodium fremontii S. Watson,2339,Large,Landscape
Verbenaceae,1189,Fiddlewood,3929,Carex crinita Lam. var. crinita,2340,Small,Indoor
Cuscutaceae,1052,Clover Dodder,3298,Thysanocarpus Hook.,2341,Large,Landscape
Solanaceae,1170,Chaparral Nightshade,3898,Plagiobothrys fulvus (Hook. & Arn.) I.M. Johnst. var. campestris (Greene) I.M. Johnst.,2342,Large,Outdoor
Liliaceae,1098,Jones' Rainlily,3526,Funaria hygrometrica Hedw.,2343,Small,Indoor
Dioscoreaceae,1056,Bitter Yam,3331,Cosmos bipinnatus Cav.,2344,Large,Indoor
Asteraceae,1020,Shrubland Dubautia,3131,Rheum rhabarbarum L.,2345,Large,Indoor
Fabaceae,1066,Pigeon Bundleflower,3412,Pteroglossaspis ecristata (Fernald) Rolfe,2346,Medium,Outdoor
Parmeliaceae,1129,Michaux's Beard Lichen,3640,"Pseudoleskea incurvata (Hedw.) Loeske var. gigantea (E. Lawton) H.A. Crum, Steere & L.E. Anderson",2347,Large,Landscape
Poaceae,1140,Chapman's Bristlegrass,3671,Macromeria D. Don,2348,Large,Outdoor
Campanulaceae,1035,Robust Lobelia,3232,Gigantochloa Kurz ex Munro,2349,Large,Landscape
Celastraceae,1040,Bittersweet,3260,Cirsium gilense Wooton & Standl.,2350,Medium,Landscape
Limnanthaceae,1099,White Meadowfoam,3542,Sphagnum girgensohnii Russow,2351,Small,Indoor
Boraginaceae,1025,Pasture Heliotrope,3176,Epilobium glaberrimum Barbey ssp. glaberrimum,2352,Medium,Outdoor
Arecaceae,1015,Fan Palm,3046,Cuscuta potosina Schaffn.,2353,Small,Landscape
Selaginellaceae,1168,Club Spikemoss,3895,Rorippa globosa (Turcz. ex Fisch. & C.A. Mey.) Hayek,2354,Medium,Landscape
Myrsinaceae,1116,Molokai Colicwood,3572,Hypoxis sessilis L.,2355,Small,Outdoor
Poaceae,1140,Black Bristlegrass,3665,Tragopogon ×neohybridus Farw.,2356,Small,Outdoor
Asteraceae,1020,Smooth Beggartick,3135,Pityrogramma ×mackenneyi W.H. Wagner,2357,Large,Landscape
Rosaceae,1160,Clubmoss Mousetail,3805,Lesquerella aurea Wooton,2358,Small,Indoor
Lamiaceae,1091,Black Horehound,3490,Eriophyllum confertiflorum (DC.) A. Gray var. tanacetiflorum (Greene) Jeps.,2359,Small,Indoor
Annonaceae,1009,Monodora,3024,Lophiola aurea Ker Gawl.,2360,Large,Landscape
Rosaceae,1160,Small Burnet,3826,Talinum gooddingii P. Wilson,2361,Medium,Indoor
Poaceae,1140,Siberian Oatgrass,3709,Eriogonum umbellatum Torr. var. goodmanii Reveal,2362,Medium,Landscape
Rubiaceae,1161,Venus' Pride,3839,Gratiola graniticola D. Estes,2363,Large,Outdoor
Verbenaceae,1189,Black Mangrove,3927,Perityle cinerea (A. Gray) A. Powell,2364,Small,Outdoor
Poaceae,1140,Ethiopian Dogstooth Grass,3677,Sicyos cucumerinus A. Gray,2365,Medium,Indoor
Gentianaceae,1071,Harvestbells,3451,Galactia heterophylla A. Gray,2366,Small,Outdoor
Uncertain Ascomycota Family,1186,Hassea Lichen,3921,Trifolium canescens Willd.,2367,Small,Indoor
Cyperaceae,1053,Serpentine Sedge,3320,Phlox griseola Wherry ssp. griseola,2368,Medium,Indoor
Ebenaceae,1061,Black Sapote,3346,Centaurea scabiosa L.,2369,Medium,Landscape
Parmeliaceae,1129,Cavern Beard Lichen,3632,Alnus viridis (Chaix) DC.,2370,Large,Outdoor
Lauraceae,1092,Black Sweetwood,3508,Chrysogonum virginianum L. var. virginianum,2371,Small,Indoor
Tiliaceae,1182,Luehea,3916,Monardella viridis Jeps. ssp. viridis,2372,Medium,Outdoor
Caprifoliaceae,1038,Coralberry,3241,Pohlia elongata Hedw. var. greenii (Brid.) Shaw,2373,Small,Outdoor
Acanthaceae,1000,Blackeyed Susan Vine,3001,Hieracium greenei A. Gray,2374,Large,Landscape
Roccellaceae,1159,Roccella Lichen,3796,Puccinellia groenlandica T.J. Sørensen,2375,Small,Landscape
Dryopteridaceae,1060,Tryon's Woodsia,3344,Salix chlorolepis Fernald,2376,Large,Landscape
Rubiaceae,1161,Kopa,3835,Grimmia torngakiana Brass. & Hedderson,2377,Medium,Landscape
Cyperaceae,1053,Kral's Sedge,3311,Grimmia hamulosa Lesq.,2378,Small,Outdoor
Caryophyllaceae,1039,La Plata Sandspurry,3252,Grimmia elongata Kaulf.,2379,Large,Landscape
Rhizocarpaceae,1158,Poeltinula Lichen,3794,Groutiella tumidula (Mitt.) Vitt,2380,Medium,Landscape
Cyperaceae,1053,Pine Barren Beaksedge,3316,Pleurothallis domingensis Cogn.,2381,Large,Landscape
Poaceae,1140,Rock Panicgrass,3708,Echinochloa crus-pavonis (Kunth) Schult. var. crus-pavonis,2382,Small,Landscape
Cyperaceae,1053,Rockdwelling Sedge,3318,Echinochloa crus-pavonis (Kunth) Schult.,2383,Small,Outdoor
Apiaceae,1011,Alkali Desertparsley,3027,Sagittaria guayanensis Kunth,2384,Small,Indoor
Cactaceae,1032,Pineapple Cactus,3220,Pelexia Poit. ex Lindl.,2385,Small,Outdoor
Uncertain Ascomycota Family,1186,Hassea Lichen,3921,Haematoxylum L.,2386,Large,Indoor
Myrtaceae,1117,Corymbia,3574,Bryum hagenii Limpr.,2387,Small,Indoor
Brachytheciaceae,1026,Nelson's Brachythecium Moss,3184,Mentzelia hirsutissima S. Watson,2388,Medium,Landscape
Asteraceae,1020,Blackroot,3061,Heterotheca villosa (Pursh) Shinners var. sierrablancensis Semple,2389,Medium,Indoor
Asteraceae,1020,Field Marigold,3085,Cyperus dentoniae G. Tucker,2390,Large,Outdoor
Fabaceae,1066,Parish's Milkvetch,3408,Mirabilis hirsuta (Pursh) MacMill.,2391,Medium,Indoor
Isoetaceae,1089,Blackspore Quillwort,3486,Solidago hispida Muhl. ex Willd. var. hispida,2392,Small,Landscape
Verbenaceae,1189,Vervain,3933,Castilleja tenuis (A. Heller) T.I. Chuang & Heckard,2393,Large,Outdoor
Euphorbiaceae,1065,Roemer's Spurge,3361,Panicum hirsutum Sw.,2394,Small,Landscape
Rosaceae,1160,Distinct Hawthorn,3807,Herniaria hirsuta L. ssp. hirsuta,2395,Small,Outdoor
Dryopteridaceae,1060,Monte Guilarte Hollyfern,3340,Polygonatum pubescens (Willd.) Pursh,2396,Large,Indoor
Lecanoraceae,1093,Miriquidica Lichen,3512,Ephebe hispidula (Ach.) Horwood,2397,Medium,Indoor
Isoetaceae,1089,Blackspore Quillwort,3486,Wedelia acapulcensis Kunth var. hispida (Kunth) Strother,2398,Large,Indoor
Nyctaginaceae,1120,Southwestern Ringstem,3590,Gouania hillebrandii Oliv. ex Hillebr.,2399,Large,Outdoor
Dryopteridaceae,1060,Bladderfern,3335,Columbiadoria hallii (A. Gray) G.L. Nesom,2400,Medium,Landscape
Caryophyllaceae,1039,Blue Mountain Catchfly,3248,Eriophyllum lanatum (Pursh) Forbes var. hallii Constance,2401,Medium,Landscape
Polygonaceae,1143,Sulphur-flower Buckwheat,3748,Potentilla glandulosa Lindl. ssp. hansenii (Greene) D.D. Keck,2402,Medium,Landscape
Poaceae,1140,Montezuma Melicgrass,3692,Brodiaea elegans Hoover ssp. elegans,2403,Large,Indoor
Rosaceae,1160,Kellogg's Klamath Plum,3814,Gentiana saponaria L. var. latidens House,2404,Medium,Landscape
Malvaceae,1107,Winecup,3560,Hassea Zahlbr.,2405,Medium,Indoor
Polygonaceae,1143,Winged Buckwheat,3751,Hassea bacillosa (Nyl.) Zahlbr.,2406,Medium,Indoor
Chenopodiaceae,1041,Siberian Saltbush,3266,Eriogonum umbellatum Torr. var. hausknechtii (Dammer) M.E. Jones,2407,Large,Landscape
Hippocastanaceae,1080,Red Buckeye,3462,Peperomia latifolia Miq.,2408,Small,Indoor
Cyperaceae,1053,Blue Umbrella-sedge,3302,Hieracium ×brachiatum Bethel. ex DC.,2409,Large,Outdoor
Vitaceae,1193,Summer Grape,3948,Crataegus ×simulata Sarg.,2410,Large,Landscape
Portulacaceae,1147,Sunbright,3761,Crataegus ×immanis Ashe (pro sp.),2411,Large,Indoor
Polygonaceae,1143,Hausknecht's Buckwheat,3742,Trifolium haydenii Porter,2412,Large,Landscape
Saxifragaceae,1166,Tufted Alpine Saxifrage,3860,Saxifraga nelsoniana D. Don ssp. cascadensis (Calder & Savile) Hultén,2413,Large,Outdoor
Cucurbitaceae,1051,Luffa,3296,Scutellaria ovata Hill ssp. pseudoarguta Epling,2414,Small,Outdoor
Lamiaceae,1091,Small Coastal Germander,3503,Lewisia cotyledon (S. Watson) B.L. Rob. var. heckneri (Morton) Munz,2415,Small,Outdoor
Asteraceae,1020,Viper Beggarticks,3144,Gratiola L.,2416,Large,Indoor
Boraginaceae,1025,Siberian Sea Rosemary,3179,Eriogonum heermannii Durand & Hilg. var. heermannii,2417,Small,Landscape
Liliaceae,1098,Wild Tulip,3541,Daphnopsis helleriana Urb.,2418,Small,Outdoor
Orchidaceae,1125,Giant Orchid,3613,Hemidictyum C. Presl,2419,Large,Indoor
Cactaceae,1032,Roetter's Hedgehog Cactus,3221,Achnatherum hendersonii (Vasey) Barkworth,2420,Large,Indoor
Ranunculaceae,1155,Arizona Mousetail,3777,Vinca herbacea Waldst. & Kit.,2421,Medium,Indoor
Fabaceae,1066,European Yellow Lupine,3392,Sicyos herbstii (H. St. John) Telford,2422,Small,Indoor
Nyctaginaceae,1120,Winged Four O'clock,3591,Heterocyphelium Vain.,2423,Large,Outdoor
Myrtaceae,1117,Red Ironbark,3578,Piper dilatatum Rich.,2424,Medium,Landscape
Hydrophyllaceae,1083,Sunloving Phacelia,3475,Prunus ilicifolia (Nutt. ex Hook. & Arn.) D. Dietr. ssp. ilicifolia,2425,Large,Outdoor
Valerianaceae,1188,Palmer's Cornsalad,3926,Homaliadelphus Dix. & P. Varde,2426,Small,Indoor
Scrophulariaceae,1167,Desertmountain Blue Eyed Mary,3869,Lonicera ×heckrottii Rehder,2427,Medium,Landscape
Portulacaceae,1147,Goodding's Fameflower,3759,Arctostaphylos hookeri G. Don,2428,Small,Landscape
Cucurbitaceae,1051,Lagenaria,3295,Hookeria lucens (Hedw.) Sm.,2429,Large,Outdoor
Orchidaceae,1125,Small Prescott Orchid,3619,Molendoa hornschuchiana (Hook.) Lindb. ex Limpr.,2430,Medium,Landscape
Lauraceae,1092,Aniba,3507,Anthoceros adscendens Lehm. & Lindenb.,2431,Large,Landscape
Parmeliaceae,1129,Parmotrema Lichen,3642,Chionanthus holdridgei (Camp & Monachino) Stearn,2432,Large,Landscape
Pterobryaceae,1152,Pohl's Pireella Moss,3772,Ulota hutchinsiae (Sm.) Hammar var. hutchinsiae,2433,Medium,Indoor
Convolvulaceae,1047,Island False Bindweed,3284,Quercus ×smallii Trel.,2434,Small,Outdoor
Convolvulaceae,1047,Island False Bindweed,3284,Quercus ×schuettei Trel.,2435,Medium,Landscape
Violaceae,1191,Isodendrion,3943,Quercus ×palmeriana A. Camus,2436,Small,Indoor
Violaceae,1191,Isodendrion,3943,Quercus ×howellii Tucker,2437,Small,Landscape
Asteraceae,1020,Sweetsultan,3139,Rosa ×palustriformis Rydb. (pro sp.),2438,Medium,Indoor
Scrophulariaceae,1167,Yellow Indian Paintbrush,3894,Viola ×bissellii House,2439,Large,Outdoor
Apocynaceae,1012,Amatungulu,3037,Hygrohypnum subeugyrium (Renauld & Cardot) Broth.,2440,Medium,Indoor
Cyperaceae,1053,Limestone Meadow Sedge,3312,Hypnum cupressiforme Hedw. var. julaceum Brid.,2441,Large,Indoor
Asteraceae,1020,Prostrate Tropic Daisy,3118,Hypotrachyna densirhizinata (Kurok.) Hale,2442,Medium,Landscape
Piperaceae,1136,Hawai'i Peperomia,3652,Desmanthus illinoensis (Michx.) MacMill. ex B.L. Rob. & Fernald,2443,Large,Indoor
Fabaceae,1066,Rollins' Clover,3417,Chasmanthium latifolium (Michx.) Yates,2444,Large,Landscape
Scrophulariaceae,1167,Smooth Penstemon,3888,Aspidotis densa (Brack.) Lellinger,2445,Medium,Indoor
Brachytheciaceae,1026,Isothecium Moss,3183,Quercus wislizeni A. DC. var. wislizeni,2446,Large,Landscape
Asteraceae,1020,Thickleaf Ragwort,3141,Galium serpenticum Dempster ssp. puberulum (Piper) Dempster & Ehrend.,2447,Large,Indoor
Fabaceae,1066,Blue Wild Indigo,3376,Vernonia ×concinna Gleason (pro sp.),2448,Large,Landscape
Lobariaceae,1102,Pseudocyphellaria Lichen,3547,Cetraria islandica (L.) Ach. ssp. crispiformis (Rasanen) Karnefelt,2449,Medium,Landscape
Fabaceae,1066,Elegant Lupine,3391,Calystegia macrostegia (Greene) Brummitt ssp. arida (Greene) Brummitt,2450,Medium,Indoor
Primulaceae,1150,Yellow Loosestrife,3768,Isodendrion A. Gray,2451,Medium,Outdoor
Fagaceae,1067,Chisos Red Oak,3437,Isothecium alopecuroides (Dubois) Isov.,2452,Medium,Indoor
Asteraceae,1020,Hawkweed,3101,Chamaecrista glandulosa (L.) Greene var. glandulosa,2453,Medium,Landscape
Orchidaceae,1125,Custard Orchid,3612,Jasione L.,2454,Medium,Landscape
Hydrocharitaceae,1082,Western Waterweed,3466,Simmondsia chinensis (Link) C.K. Schneid.,2455,Large,Outdoor
Fabaceae,1066,Sonora Lupine,3422,Aquilegia jonesii Parry var. jonesii,2456,Small,Indoor
Cactaceae,1032,Mooncactus,3219,Cooperia jonesii Cory,2457,Large,Indoor
Boraginaceae,1025,Wild Comfrey,3181,Julella vitrispora (Cooke & Harkness) M.E. Barr,2458,Small,Indoor
Asteraceae,1020,Rooseveltweed,3123,Cenchrus agrimonioides Trin. var. agrimonioides,2459,Medium,Indoor
Asteraceae,1020,Leafy Rockdaisy,3106,Phacelia egena (Greene ex Brand) Greene ex J.T. Howell,2460,Large,Outdoor
Cistaceae,1042,Virginia Pinweed,3272,Keckiella Straw,2461,Large,Landscape
Fabaceae,1066,Sweetvetch,3425,Prunus subcordata Benth. var. kelloggii Lemmon,2462,Small,Indoor
Ericaceae,1063,Blueberry,3349,Senecio eremophilus Richardson var. kingii (Rydb.) Greenm.,2463,Small,Outdoor
Polygalaceae,1142,Crevajosa,3734,Echinocereus triglochidiatus Engelm.,2464,Small,Indoor
Capparaceae,1037,Corymbose Caper,3237,Bryum klinggraeffii Schimp.,2465,Medium,Indoor
Fabaceae,1066,Blunt-leaf Cassia,3377,Bidens asymmetrica (Levl.) Sherff,2466,Large,Indoor
Polygonaceae,1143,Nevada Buckwheat,3744,Labordia cyrtandrae (Baill.) H. St. John,2467,Large,Outdoor
Boraginaceae,1025,Thicksepal Cryptantha,3180,Hedyotis schlechtendahliana Steud. ssp. waimeae (Wawra) W.L. Wagner & Lorence,2468,Medium,Indoor
Brassicaceae,1027,Field Mustard,3190,Carex kraliana Naczi & Bryson,2469,Large,Outdoor
Parmeliaceae,1129,Dominican Parmotrema Lichen,3633,Spergularia platensis (Camb.) Fenzl,2470,Large,Outdoor
Rosaceae,1160,Hawthorn,3811,Astragalus lackschewitzii Lavin & H. Marriott,2471,Small,Outdoor
Poaceae,1140,Mossgrass,3693,Tulipa clusiana DC.,2472,Large,Landscape
Scrophulariaceae,1167,Pineland False Foxglove,3883,Spiranthes ×itchetuckneensis P.M. Brown,2473,Medium,Indoor
Asteraceae,1020,Pineland False Sunflower,3115,Schiedeella Schltr.,2474,Large,Indoor
Cistaceae,1042,Pineland Pinweed,3271,Laelia Lindl.,2475,Small,Outdoor
Poaceae,1140,Fall Panicgrass,3678,Lagenaria Ser.,2476,Medium,Outdoor
Asteraceae,1020,Bog Goldenrod,3062,Liatris lancifolia (Greene) Kittell,2477,Medium,Landscape
Euphorbiaceae,1065,Marble Canyon Spurge,3358,Nectandra coriacea (Sw.) Griseb.,2478,Large,Outdoor
Rubiaceae,1161,Needleleaf Bluet,3837,Linum elongatum (Small) Winkl.,2479,Medium,Landscape
Bryaceae,1028,Orthodontium Moss,3212,Leptospermum morrisonii J. Thomp.,2480,Large,Outdoor
Asteraceae,1020,Woodland Tidytips,3154,Glandularia tenera (Spreng.) Cabrera,2481,Medium,Outdoor
Polemoniaceae,1141,Towering Jacob's-ladder,3732,Melicope reflexa (H. St. John) T.G. Hartley & B.C. Stone,2482,Large,Indoor
Viscaceae,1192,Bog Korthal Mistletoe,3945,Perityle rupestris (A. Gray) Shinners var. rupestris,2483,Large,Indoor
Lamiaceae,1091,Mexican Skullcap,3499,Lecidea plebeja Nyl.,2484,Medium,Outdoor
Scrophulariaceae,1167,Maritime Eyebright,3879,Lecidella effugiens (Nilson) Knoph & Hertel,2485,Small,Outdoor
Collemataceae,1045,Luzon Jelly Lichen,3279,Monarda citriodora Cerv. ex Lag. ssp. austromontana (Epling) Scora,2486,Large,Outdoor
Polygonaceae,1143,White Mountain Buckwheat,3750,Sphagnum lescurii Sull.,2487,Small,Indoor
